0 0000
0 0000
0 0000
0 0000
0 0000
1 000A normal frame
1 0001
1 0203
1 0405
1 4ACF
1 EB30
0 0000
0 0000
0 0000
0 0000
0 0000
1 000C runt frame
1 0001
1 0203
1 0405
1 4ACF
1 EB30
0 0000
0 0000
0 0000
0 0000
0 0000
1 000A normal frame
1 0001
1 0203
1 0405
1 4ACF
1 EB30
0 0000
0 0000
0 0000
0 0000
0 0000
1 000A normal frame
1 0001
1 0204
1 0405
1 4ACF
1 EB30
0 0000
0 0000
0 0000
0 0000
0 0000
1 000C superfluous data frame
1 0001
1 0203
1 0405
1 0607
1 9F68
1 AA88
0 0000
0 0000
0 0000
0 0000
0 0000
1 000B normal frame
1 0001
1 0203
1 0405
1 06F9
1 0958
1 AD00
0 0000
0 0000
0 0000
0 0000
0 0000
1 0607 normal frame
1 0001
1 0203
1 0405
1 0607
1 0809
1 0A0B
1 0C0D
1 0E0F
1 1011
1 1213
1 1415
1 1617
1 1819
1 1A1B
1 1C1D
1 1E1F
1 2021
1 2223
1 2425
1 2627
1 2829
1 2A2B
1 2C2D
1 2E2F
1 3031
1 3233
1 3435
1 3637
1 3839
1 3A3B
1 3C3D
1 3E3F
1 4041
1 4243
1 4445
1 4647
1 4849
1 4A4B
1 4C4D
1 4E4F
1 5051
1 5253
1 5455
1 5657
1 5859
1 5A5B
1 5C5D
1 5E5F
1 6061
1 6263
1 6465
1 6667
1 6869
1 6A6B
1 6C6D
1 6E6F
1 7071
1 7273
1 7475
1 7677
1 7879
1 7A7B
1 7C7D
1 7E7F
1 8081
1 8283
1 8485
1 8687
1 8889
1 8A8B
1 8C8D
1 8E8F
1 9091
1 9293
1 9495
1 9697
1 9899
1 9A9B
1 9C9D
1 9E9F
1 A0A1
1 A2A3
1 A4A5
1 A6A7
1 A8A9
1 AAAB
1 ACAD
1 AEAF
1 B0B1
1 B2B3
1 B4B5
1 B6B7
1 B8B9
1 BABB
1 BCBD
1 BEBF
1 C0C1
1 C2C3
1 C4C5
1 C6C7
1 C8C9
1 CACB
1 CCCD
1 CECF
1 D0D1
1 D2D3
1 D4D5
1 D6D7
1 D8D9
1 DADB
1 DCDD
1 DEDF
1 E0E1
1 E2E3
1 E4E5
1 E6E7
1 E8E9
1 EAEB
1 ECED
1 EEEF
1 F0F1
1 F2F3
1 F4F5
1 F6F7
1 F8F9
1 FAFB
1 FCFD
1 FEFF
1 0001
1 0203
1 0405
1 0607
1 0809
1 0A0B
1 0C0D
1 0E0F
1 1011
1 1213
1 1415
1 1617
1 1819
1 1A1B
1 1C1D
1 1E1F
1 2021
1 2223
1 2425
1 2627
1 2829
1 2A2B
1 2C2D
1 2E2F
1 3031
1 3233
1 3435
1 3637
1 3839
1 3A3B
1 3C3D
1 3E3F
1 4041
1 4243
1 4445
1 4647
1 4849
1 4A4B
1 4C4D
1 4E4F
1 5051
1 5253
1 5455
1 5657
1 5859
1 5A5B
1 5C5D
1 5E5F
1 6061
1 6263
1 6465
1 6667
1 6869
1 6A6B
1 6C6D
1 6E6F
1 7071
1 7273
1 7475
1 7677
1 7879
1 7A7B
1 7C7D
1 7E7F
1 8081
1 8283
1 8485
1 8687
1 8889
1 8A8B
1 8C8D
1 8E8F
1 9091
1 9293
1 9495
1 9697
1 9899
1 9A9B
1 9C9D
1 9E9F
1 A0A1
1 A2A3
1 A4A5
1 A6A7
1 A8A9
1 AAAB
1 ACAD
1 AEAF
1 B0B1
1 B2B3
1 B4B5
1 B6B7
1 B8B9
1 BABB
1 BCBD
1 BEBF
1 C0C1
1 C2C3
1 C4C5
1 C6C7
1 C8C9
1 CACB
1 CCCD
1 CECF
1 D0D1
1 D2D3
1 D4D5
1 D6D7
1 D8D9
1 DADB
1 DCDD
1 DEDF
1 E0E1
1 E2E3
1 E4E5
1 E6E7
1 E8E9
1 EAEB
1 ECED
1 EEEF
1 F0F1
1 F2F3
1 F4F5
1 F6F7
1 F8F9
1 FAFB
1 FCFD
1 FEFF
1 0001
1 0203
1 0405
1 0607
1 0809
1 0A0B
1 0C0D
1 0E0F
1 1011
1 1213
1 1415
1 1617
1 1819
1 1A1B
1 1C1D
1 1E1F
1 2021
1 2223
1 2425
1 2627
1 2829
1 2A2B
1 2C2D
1 2E2F
1 3031
1 3233
1 3435
1 3637
1 3839
1 3A3B
1 3C3D
1 3E3F
1 4041
1 4243
1 4445
1 4647
1 4849
1 4A4B
1 4C4D
1 4E4F
1 5051
1 5253
1 5455
1 5657
1 5859
1 5A5B
1 5C5D
1 5E5F
1 6061
1 6263
1 6465
1 6667
1 6869
1 6A6B
1 6C6D
1 6E6F
1 7071
1 7273
1 7475
1 7677
1 7879
1 7A7B
1 7C7D
1 7E7F
1 8081
1 8283
1 8485
1 8687
1 8889
1 8A8B
1 8C8D
1 8E8F
1 9091
1 9293
1 9495
1 9697
1 9899
1 9A9B
1 9C9D
1 9E9F
1 A0A1
1 A2A3
1 A4A5
1 A6A7
1 A8A9
1 AAAB
1 ACAD
1 AEAF
1 B0B1
1 B2B3
1 B4B5
1 B6B7
1 B8B9
1 BABB
1 BCBD
1 BEBF
1 C0C1
1 C2C3
1 C4C5
1 C6C7
1 C8C9
1 CACB
1 CCCD
1 CECF
1 D0D1
1 D2D3
1 D4D5
1 D6D7
1 D8D9
1 DADB
1 DCDD
1 DEDF
1 E0E1
1 E2E3
1 E4E5
1 E6E7
1 E8E9
1 EAEB
1 ECED
1 EEEF
1 F0F1
1 F2F3
1 F4F5
1 F6F7
1 F8F9
1 FAFB
1 FCFD
1 FEFF
1 0001
1 0203
1 0405
1 0607
1 0809
1 0A0B
1 0C0D
1 0E0F
1 1011
1 1213
1 1415
1 1617
1 1819
